# Reference library (divisor): wt
# Comparison library (numerator): mut
Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	mut_R1 raw countings	mut_R2 raw countings	wt_R1 raw countings	wt_R2 raw countings	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_003901.1	Protein Homology	CDS	3588034	3588231	.	+	0	ID=cds-WP_011034871.1;Parent=gene-MM_RS18045;Dbxref=GenBank:WP_011034871.1,GeneID:31474448;Name=WP_011034871.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034871.1;locus_tag=MM_RS18045;product=hypothetical protein;protein_id=WP_011034871.1;transl_table=11	12.0	12.0	2.0	3.0	6.16337032064408	0.380439001250891	0.286589282288707	1.32747113992784	0.184352880557635	NA
sense	NC_003901.1	Protein Homology	CDS	3588369	3588548	.	+	0	ID=cds-WP_011034872.1;Parent=gene-MM_RS15450;Dbxref=GenBank:WP_011034872.1,GeneID:1481313;Name=WP_011034872.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034872.1;locus_tag=MM_RS15450;product=hypothetical protein;protein_id=WP_011034872.1;transl_table=11	46.5	66.08333333333333	30.0	47.0	45.5276050336646	-0.194747407915913	0.287608190786485	-0.67712747465002	0.498325078253387	NA
sense	NC_003901.1	Protein Homology	CDS	3588766	3590142	.	+	0	ID=cds-WP_011034873.1;Parent=gene-MM_RS15455;Dbxref=GenBank:WP_011034873.1,GeneID:1481314;Name=WP_011034873.1;Ontology_term=GO:0005524;gbkey=CDS;go_function=ATP binding|0005524||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034873.1;locus_tag=MM_RS15455;product=ATP-binding protein;protein_id=WP_011034873.1;transl_table=11	420.3333333333333	495.7853535353534	207.8409090909091	317.7	341.68910532872	0.0033348247268994	0.180854297575021	0.0184392893705833	0.985288409378687	0.992924369142688
sense	NC_003901.1	Protein Homology	CDS	3590191	3591435	.	-	0	ID=cds-WP_048045950.1;Parent=gene-MM_RS15460;Dbxref=GenBank:WP_048045950.1,GeneID:1481315;Name=WP_048045950.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011022394.1;locus_tag=MM_RS15460;product=hypothetical protein;protein_id=WP_048045950.1;transl_table=11	123.2	146.33333333333334	53.16666666666667	79.20000000000002	93.1587323978232	0.186162220742728	0.245848496137883	0.757223345544972	0.448916065995169	0.700068358486761
sense	NC_003901.1	Protein Homology	CDS	3591890	3592543	.	-	0	ID=cds-WP_011034875.1;Parent=gene-MM_RS15465;Dbxref=GenBank:WP_011034875.1,GeneID:1481316;Name=WP_011034875.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034875.1;locus_tag=MM_RS15465;product=DUF6036 family nucleotidyltransferase;protein_id=WP_011034875.1;transl_table=11	18.5	24.5	14.0	20.0	18.8858220501003	-0.273067944447921	0.319739681241242	-0.854032078182666	0.393087215805051	NA
sense	NC_003901.1	Protein Homology	CDS	3592545	3593438	.	-	0	ID=cds-WP_011034876.1;Parent=gene-MM_RS15470;Dbxref=GenBank:WP_011034876.1,GeneID:1481317;Name=WP_011034876.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034876.1;locus_tag=MM_RS15470;product=helix-turn-helix domain-containing protein;protein_id=WP_011034876.1;transl_table=11	67.45238095238096	77.5	33.125	72.16666666666666	59.878123294795	-0.22115484490101	0.275480289679701	-0.802797344079117	0.422091877525327	0.676790451167195
sense	NC_003901.1	Protein Homology	CDS	3593860	3596853	.	-	0	ID=cds-WP_011034877.1;Parent=gene-MM_RS15475;Dbxref=GenBank:WP_011034877.1,GeneID:1481318;Name=WP_011034877.1;Ontology_term=GO:0003677,GO:0004386,GO:0005524,GO:0009035,GO:0016887;gbkey=CDS;go_function=DNA binding|0003677||IEA,helicase activity|0004386||IEA,ATP binding|0005524||IEA,type I site-specific deoxyribonuclease activity|0009035||IEA,ATP hydrolysis activity|0016887||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034877.1;locus_tag=MM_RS15475;product=type I restriction endonuclease subunit R;protein_id=WP_011034877.1;transl_table=11	233.0	271.0	94.0	126.2	166.656800926523	0.335253238074422	0.215681810445413	1.5543880931919	0.120091871668304	0.330436344983195
sense	NC_003901.1	GeneMarkS-2+	CDS	3596875	3598236	.	-	0	ID=cds-WP_011034878.1;Parent=gene-MM_RS17575;Dbxref=GenBank:WP_011034878.1,GeneID:25392718;Name=WP_011034878.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS17575;product=hypothetical protein;protein_id=WP_011034878.1;transl_table=11	146.58333333333334	214.78333333333333	72.66666666666667	87.57692307692308	120.190654207184	0.274536338794464	0.234433769668704	1.1710614011899	0.241574097442563	0.497910844474762
sense	NC_003901.1	GeneMarkS-2+	CDS	3598245	3599627	.	-	0	ID=cds-WP_011034879.1;Parent=gene-MM_RS15485;Dbxref=GenBank:WP_011034879.1,GeneID:1481320;Name=WP_011034879.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS15485;product=restriction endonuclease subunit S;protein_id=WP_011034879.1;transl_table=11	143.0	199.25	36.5	96.7	103.742941601317	0.493492466190598	0.252173341500475	1.95695731854221	0.0503524866522397	0.187690578008951
sense	NC_003901.1	Protein Homology	CDS	3599624	3600700	.	-	0	ID=cds-WP_048046047.1;Parent=gene-MM_RS15490;Dbxref=GenBank:WP_048046047.1,GeneID:1481321;Name=WP_048046047.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034880.1;locus_tag=MM_RS15490;product=PDDEXK nuclease domain-containing protein;protein_id=WP_048046047.1;transl_table=11	95.33333333333333	120.0	53.333333333333336	63.0	78.6591498069776	0.0473771814249522	0.258372980060881	0.183367399384365	0.854509753672388	0.935263499218988
sense	NC_003901.1	Protein Homology	CDS	3600933	3603077	.	-	0	ID=cds-WP_011034882.1;Parent=gene-MM_RS15500;Dbxref=GenBank:WP_011034882.1,GeneID:1481323;Name=WP_011034882.1;Ontology_term=GO:0003677,GO:0008170;gbkey=CDS;go_function=DNA binding|0003677||IEA,N-methyltransferase activity|0008170||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034882.1;locus_tag=MM_RS15500;product=type I restriction-modification system subunit M;protein_id=WP_011034882.1;transl_table=11	143.0	186.89285714285714	70.0	119.75	122.023588634246	0.0028439081368023	0.228310795886227	0.0124563016206185	0.990061566259855	0.994877989819186
sense	NC_003901.1	Protein Homology	CDS	3603411	3603899	.	-	0	ID=cds-WP_011034883.1;Parent=gene-MM_RS15505;Dbxref=GenBank:WP_011034883.1,GeneID:1481324;Name=WP_011034883.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034883.1;locus_tag=MM_RS15505;product=pyridoxamine 5'-phosphate oxidase family protein;protein_id=WP_011034883.1;transl_table=11	53.0	102.14285714285715	45.0	67.0	64.3800256519929	-0.283605746810814	0.27225338070816	-1.04169779663755	0.297551810866792	0.557704797614514
sense	NC_003901.1	GeneMarkS-2+	CDS	3604045	3604272	.	-	0	ID=cds-WP_011034884.1;Parent=gene-MM_RS15510;Dbxref=GenBank:WP_011034884.1,GeneID:1481325;Name=WP_011034884.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS15510;product=nitroreductase family protein;protein_id=WP_011034884.1;transl_table=11	37.0	43.0	5.0	17.0	21.5370930653256	0.604214553020728	0.319426274930551	1.89156184209359	0.0585493839946747	NA
sense	NC_003901.1	Protein Homology	CDS	3604706	3604936	.	+	0	ID=cds-WP_011034885.1;Parent=gene-MM_RS15515;Dbxref=GenBank:WP_011034885.1,GeneID:1481326;Name=WP_011034885.1;Ontology_term=GO:0005506,GO:0009055;gbkey=CDS;go_function=iron ion binding|0005506||IEA,electron transfer activity|0009055||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034885.1;locus_tag=MM_RS15515;product=ferredoxin;protein_id=WP_011034885.1;transl_table=11	27.0	44.09090909090909	23.0	28.142857142857142	29.9218185119367	-0.234336141539915	0.308970949175977	-0.758440695362746	0.448187203254521	NA
sense	NC_003901.1	Protein Homology	CDS	3605454	3606245	.	-	0	ID=cds-WP_226987620.1;Parent=gene-MM_RS15520;Dbxref=GenBank:WP_226987620.1,GeneID:1481327;Name=WP_226987620.1;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034886.1;locus_tag=MM_RS15520;product=winged helix-turn-helix domain-containing protein;protein_id=WP_226987620.1;transl_table=11	166.875	188.7	76.9047619047619	131.25	133.37020201724	-0.00499065216345288	0.225851801407946	-0.0220970217299196	0.982370562212501	0.992677342522566
sense	NC_003901.1	Protein Homology	CDS	3606483	3606683	.	+	0	ID=cds-WP_011034887.1;Parent=gene-MM_RS15525;Dbxref=GenBank:WP_011034887.1,GeneID:1481328;Name=WP_011034887.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034887.1;locus_tag=MM_RS15525;product=hypothetical protein;protein_id=WP_011034887.1;transl_table=11	488.5	532.3333333333334	221.0	211.0	339.341444885417	0.337723468646413	0.212827837864312	1.5868387896781	0.112549161041496	0.319824448824661
sense	NC_003901.1	Protein Homology	CDS	3606745	3610884	.	-	0	ID=cds-WP_226987621.1;Parent=gene-MM_RS19265;Dbxref=GenBank:WP_226987621.1,GeneID:68225830;Name=WP_226987621.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015055003.1;locus_tag=MM_RS19265;product=nitric oxide reductase activation protein NorD;protein_id=WP_226987621.1;transl_table=11	227.45	288.70000000000005	97.1861111111111	149.9714285714286	175.856027024441	0.229378144001277	0.208316911226645	1.10110188678689	0.270852315958394	0.528080269947049
sense	NC_003901.1	Protein Homology	CDS	3610893	3611723	.	-	0	ID=cds-WP_048041398.1;Parent=gene-MM_RS15540;Dbxref=GenBank:WP_048041398.1,GeneID:1481330;Name=WP_048041398.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412965.1;locus_tag=MM_RS15540;product=CbbQ/NirQ/NorQ/GpvN family protein;protein_id=WP_048041398.1;transl_table=11	1137.4999999999998	1325.6666666666665	846.0	928.8666666666667	1057.91906808921	-0.340968123399881	0.178677342446993	-1.90828965066476	0.0563537898928717	0.199853289393191
sense	NC_003901.1	Protein Homology	CDS	3612369	3613457	.	+	0	ID=cds-WP_011034890.1;Parent=gene-MM_RS15550;Dbxref=GenBank:WP_011034890.1,GeneID:1481331;Name=WP_011034890.1;Ontology_term=GO:0003824,GO:0051539;gbkey=CDS;go_function=catalytic activity|0003824||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412966.1;locus_tag=MM_RS15550;product=radical SAM protein;protein_id=WP_011034890.1;transl_table=11	87.58333333333334	97.76666666666667	60.642857142857146	78.0	80.8847902686518	-0.314271340264989	0.256659342072933	-1.22446873636762	0.220775453147151	0.476815930385414
sense	NC_003901.1	Protein Homology	CDS	3613803	3615092	.	-	0	ID=cds-WP_226987622.1;Parent=gene-MM_RS15555;Dbxref=GenBank:WP_226987622.1,GeneID:1481332;Name=WP_226987622.1;Ontology_term=GO:0007165,GO:0000155,GO:0004673,GO:0005524;gbkey=CDS;go_function=phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,ATP binding|0005524||IEA;go_process=signal transduction|0007165||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011021708.1;locus_tag=MM_RS15555;product=sensor histidine kinase;protein_id=WP_226987622.1;transl_table=11	40.00000000000001	43.70833333333333	29.0	39.785714285714285	38.4092764449104	-0.356334293237144	0.297711886174107	-1.1969098641522	0.23134168898542	NA
sense	NC_003901.1	Protein Homology	CDS	3615234	3615599	.	+	0	ID=cds-WP_048036453.1;Parent=gene-MM_RS15560;Dbxref=GenBank:WP_048036453.1,GeneID:24772081;Name=WP_048036453.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011021709.1;locus_tag=MM_RS15560;product=ribbon-helix-helix domain-containing protein;protein_id=WP_048036453.1;transl_table=11	52.25	43.5	28.0	42.0	41.1248625475038	-0.217313818985284	0.297721268285258	-0.729923731135885	0.46543680561039	NA
sense	NC_003901.1	Protein Homology	CDS	3615813	3616235	.	+	0	ID=cds-WP_226987623.1;Parent=gene-MM_RS15565;Dbxref=GenBank:WP_226987623.1,GeneID:1481333;Name=WP_226987623.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011021710.1;locus_tag=MM_RS15565;product=hypothetical protein;protein_id=WP_226987623.1;transl_table=11	90.75396825396825	134.17361111111111	48.0	70.0	79.824191754073	0.0886589886066375	0.254687479539534	0.348108940286071	0.727758370377149	0.875860325359001
sense	NC_003901.1	Protein Homology	CDS	3616464	3616925	.	+	0	ID=cds-MM_RS15570;Parent=gene-MM_RS15570;Dbxref=GeneID:1481334;Note=incomplete%3B partial in the middle of a contig%3B missing N-terminus;gbkey=CDS;inference=COORDINATES: protein motif:HMM:TIGR03605.1;locus_tag=MM_RS15570;partial=true;product=SagB/ThcOx family dehydrogenase;pseudo=true;start_range=.,3616464;transl_table=11	2.0	3.0	3.0	2.25	2.69382390094784	-0.130384157243422	0.226200009820074	-0.576410926538568	0.564337460670208	NA
sense	NC_003901.1	Protein Homology	CDS	3617152	3617877	.	-	0	ID=cds-WP_011034894.1;Parent=gene-MM_RS15575;Dbxref=GenBank:WP_011034894.1,GeneID:1481335;Name=WP_011034894.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412968.1;locus_tag=MM_RS15575;product=histidine phosphatase family protein;protein_id=WP_011034894.1;transl_table=11	68.0	116.11111111111111	44.08333333333333	55.0	66.3015770449663	0.0340759221628683	0.269883705536318	0.126261502505874	0.899524928873937	0.955396042468591
sense	NC_003901.1	Protein Homology	CDS	3618190	3618840	.	-	0	ID=cds-WP_011034895.1;Parent=gene-MM_RS15580;Dbxref=GenBank:WP_011034895.1,GeneID:1481336;Name=WP_011034895.1;Ontology_term=GO:0042578,GO:0046872;gbkey=CDS;go_function=phosphoric ester hydrolase activity|0042578||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034895.1;locus_tag=MM_RS15580;product=HD domain-containing protein;protein_id=WP_011034895.1;transl_table=11	181.5	263.5	72.0	118.0	143.2072168851	0.365665730501893	0.220339133502185	1.65955872064037	0.0970032584293008	0.291210910288734
sense	NC_003901.1	Protein Homology	CDS	3619185	3620243	.	-	0	ID=cds-WP_226987624.1;Parent=gene-MM_RS15585;Dbxref=GenBank:WP_226987624.1,GeneID:1481337;Name=WP_226987624.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412970.1;locus_tag=MM_RS15585;product=YcdB/YcdC domain-containing protein;protein_id=WP_226987624.1;transl_table=11	224.0769230769231	316.6583333333333	96.16666666666666	175.86783216783218	186.185774859268	0.176263375801545	0.207394241325749	0.849895226959039	0.395383339482894	0.656413117005581
sense	NC_003901.1	Protein Homology	CDS	3620419	3621333	.	-	0	ID=cds-WP_226987625.1;Parent=gene-MM_RS15590;Dbxref=GenBank:WP_226987625.1,GeneID:1481338;Name=WP_226987625.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412970.1;locus_tag=MM_RS15590;product=YcdB/YcdC domain-containing protein;protein_id=WP_226987625.1;transl_table=11	253.57692307692307	324.95	126.33333333333333	229.86783216783212	220.737007074401	-0.0722748647908357	0.198859860660408	-0.363446220623976	0.716271579781282	0.871578686657257
sense	NC_003901.1	GeneMarkS-2+	CDS	3621346	3621858	.	-	0	ID=cds-WP_011034898.1;Parent=gene-MM_RS15595;Dbxref=GenBank:WP_011034898.1,GeneID:1481339;Name=WP_011034898.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS15595;product=hypothetical protein;protein_id=WP_011034898.1;transl_table=11	367.0	468.5	180.0	207.5	284.940421046491	0.237904552188534	0.197281603168837	1.20591351837774	0.227850837660757	0.48459122988403
sense	NC_003901.1	Protein Homology	CDS	3621928	3623024	.	-	0	ID=cds-MM_RS18050;Parent=gene-MM_RS18050;Dbxref=GeneID:31474449;Note=frameshifted;Ontology_term=GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_086558288.1;locus_tag=MM_RS18050;product=IS630 family transposase;pseudo=true;transl_table=11	73.43452380952381	70.80952380952381	33.64285714285714	64.33333333333333	58.3490737466857	-0.152535800821316	0.277932040382006	-0.548824096033197	0.583126172339096	0.796211388371408
sense	NC_003901.1	Protein Homology	CDS	3623764	3625188	.	+	0	ID=cds-WP_011034901.1;Parent=gene-MM_RS15610;Dbxref=GenBank:WP_011034901.1,GeneID:1481342;Name=WP_011034901.1;Ontology_term=GO:0003676,GO:0004386,GO:0005524;gbkey=CDS;go_function=nucleic acid binding|0003676||IEA,helicase activity|0004386||IEA,ATP binding|0005524||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034901.1;locus_tag=MM_RS15610;product=DEAD/DEAH box helicase;protein_id=WP_011034901.1;transl_table=11	250.33333333333334	284.29	147.55555555555554	153.30952380952377	202.029125319482	-0.0142686225847232	0.220217935442671	-0.0647931902369403	0.948338663462437	0.977942708295603
sense	NC_003901.1	Protein Homology	CDS	3625175	3627085	.	+	0	ID=cds-WP_011034902.1;Parent=gene-MM_RS15615;Dbxref=GenBank:WP_011034902.1,GeneID:1481343;Name=WP_011034902.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034902.1;locus_tag=MM_RS15615;product=DUF790 family protein;protein_id=WP_011034902.1;transl_table=11	166.30952380952382	184.25396825396828	44.111111111111114	69.16666666666667	102.228314117425	0.693241896869855	0.244307670788998	2.83757728372184	0.00454573405404525	0.0337564892895167
sense	NC_003901.1	Protein Homology	CDS	3627232	3627423	.	-	0	ID=cds-WP_011034903.1;Parent=gene-MM_RS15620;Dbxref=GenBank:WP_011034903.1,GeneID:1481344;Name=WP_011034903.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034903.1;locus_tag=MM_RS15620;product=hypothetical protein;protein_id=WP_011034903.1;transl_table=11	322.75	396.0	267.0	309.3333333333333	326.662612552059	-0.46565149589017	0.193947800066265	-2.40091146035724	0.016354293019881	0.0862829942083378
sense	NC_003901.1	GeneMarkS-2+	CDS	3628335	3628526	.	+	0	ID=cds-WP_157858636.1;Parent=gene-MM_RS15625;Dbxref=GenBank:WP_157858636.1,GeneID:24772082;Name=WP_157858636.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS15625;product=hypothetical protein;protein_id=WP_157858636.1;transl_table=11	18.0	23.5	6.0	17.0	14.7669088140276	0.0557769475841602	0.319926004664364	0.174343275541718	0.861595691024149	NA
sense	NC_003901.1	Protein Homology	CDS	3628704	3628901	.	-	0	ID=cds-WP_011034904.1;Parent=gene-MM_RS15630;Dbxref=GenBank:WP_011034904.1,GeneID:1481345;Name=WP_011034904.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034904.1;locus_tag=MM_RS15630;product=MM0924 family protein;protein_id=WP_011034904.1;transl_table=11	16.0	16.5	5.0	11.25	11.0394782593183	0.100607834353061	0.314541029479203	0.319855996273812	0.749077496684426	NA
sense	NC_003901.1	Protein Homology	CDS	3629204	3629290	.	-	0	ID=cds-WP_157858650.1;Parent=gene-MM_RS19620;Dbxref=GenBank:WP_157858650.1,GeneID:95969271;Name=WP_157858650.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF013003.5;locus_tag=MM_RS19620;product=hypothetical protein;protein_id=WP_157858650.1;transl_table=11	22.0	39.00000000000001	21.0	17.0	24.2895531142023	-0.12277964203105	0.317435233682959	-0.386786433901908	0.698914321249218	NA
sense	NC_003901.1	Protein Homology	CDS	3630588	3631040	.	-	0	ID=cds-WP_011034906.1;Parent=gene-MM_RS15640;Dbxref=GenBank:WP_011034906.1,GeneID:1481347;Name=WP_011034906.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412978.1;locus_tag=MM_RS15640;product=GNAT family N-acetyltransferase;protein_id=WP_011034906.1;transl_table=11	170.0	250.75	73.0	105.5	135.748626566216	0.353078908438686	0.223935515711521	1.5766990212197	0.114864795722153	0.323244880120328
sense	NC_003901.1	tRNAscan-SE	tRNA	3631183	3631276	.	-	.	ID=rna-MM_RS15645;Parent=gene-MM_RS15645;Dbxref=GeneID:2820528;anticodon=(pos:complement(3631239..3631241));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MM_RS15645;product=tRNA-Arg	451.3333333333333	403.0	210.0	270.0	321.538821097291	0.0334369946104741	0.208114575085788	0.160666280084856	0.872356248940177	0.942028089030125
